,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
729,2739,earth beyond,2002,WestwoodStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,82,7.1,Massively Multiplayer,,,,,,,,,,,,
730,2740,syberia,2002,Microids,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,82,8.5,No Online Multiplayer,,,,,,,,,,,,
731,2742,virtual pool 3,2000,Celeris,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,PC,82,7.1,1-4 ,,,,,,,,,,,,
732,2743,the sims livin large,2000,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,82,6.9,1 Player,,,,,,,,,,,,
733,2748,dcs black shark,2009,EagleDynamics,Simulation;Flight;Helicopter;Helicopter;Civilian,PC,82,8.6,not specified,,,,,,,,,,,,
734,2753,kings bounty armored princess,2009,KatauriInteractive,Role-Playing;Strategy;Turn-Based;General;General,PC,82,8.6,not specified,,,,,,,,,,,,
735,2760,age of wonders iii golden realms,2014,TriumphStudios,Fantasy;Strategy;Turn-Based;General,PC,82,8.6,not specified,,,,,,,,,,,,
736,2762,strong bads cool game for attractive people episode 5 8bit is enough,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,82,7.5,not specified,,,,,,,,,,,,
737,2764,prince of persia,2008,UbisoftMontreal,Action Adventure;Fantasy;General;Fantasy,PC,82,7.2,1 Player,,,,,,,,,,,,
738,2767,joint operations typhoon rising,2004,NovaLogic,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,82,8.7,64+  Online,,,,,,,,,,,,
739,2769,xpand rally,2006,Techland,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,82,7.5,1-4 ,,,,,,,,,,,,
741,2771,dark souls ii crown of the sunken king,2014,NamcoBandaiGames,Role-Playing;Action RPG,PC,82,7.4,not specified,,,,,,,,,,,,
742,2776,resident evil remaster,2015,Capcom,Action Adventure;Horror;Survival,PC,82,8.3,No Online Multiplayer,,,,,,,,,,,,
743,2781,celtic kings rage of war,2002,"Haemimont,HaemimontGames",Strategy;Real-Time;Historic;General;Historic,PC,82,8.2,1-8 ,,,,,,,,,,,,
744,2783,b17 flying fortress the mighty 8th,2000,WaywardSimulations,Simulation;Flight;WWII;WWII;Combat,PC,82,7.3,1 Player,,,,,,,,,,,,
745,2784,everquest the scars of velious,2000,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,82,8.1,Massively Multiplayer,,,,,,,,,,,,
747,2791,rising storm,2013,AntimatterGames,Action;Shooter;Shooter;First-Person;Historic;Arcade,PC,82,8.5,not specified,,,,,,,,,,,,
748,2793,lethal league,2014,Reptile,Action;Fighting;2D,PC,82,7.7,not specified,,,,,,,,,,,,
749,2797,botanicula,2012,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Fantasy,PC,82,8.3,not specified,,,,,,,,,,,,
750,2800,darkest dungeon the crimson court,2017,RedHookStudios,Role-Playing;General,PC,82,6.3,not specified,,,,,,,,,,,,
751,2801,she remembered caterpillars,2017,YsbrydGames,Puzzle;Action,PC,82,5.9,No Online Multiplayer,,,,,,,,,,,,
752,2805,pro evolution soccer 2015,2014,Konami,Sports;Traditional;Team;Soccer;Sim,PC,82,5.7,not specified,,,,,,,,,,,,
753,2808,bookworm adventures deluxe,2006,PopCap,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Logic;General,PC,82,7.8,not specified,,,,,,,,,,,,
754,2810,the lord of the rings the battle for middleearth,2004,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,82,8.6,4  Online,,,,,,,,,,,,
756,2817,need for speed most wanted,2005,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,82,8.5,4  Online,,,,,,,,,,,,
757,2821,olliolli2 welcome to olliwood,2015,roll7,Sports;Individual;Skate / Skateboard,PC,82,5.4,not specified,,,,,,,,,,,,
758,2822,wildstar,2014,CarbineStudios,Sci-Fi;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,82,7.5,Online Multiplayer,,,,,,,,,,,,
759,2823,broken age act 1,2014,DoubleFineProductions,General;Adventure;General;3D;Point-and-Click;Third-Person;Fantasy,PC,82,7.8,No Online Multiplayer,,,,,,,,,,,,
760,2824,divinity ii the dragon knight saga,2010,LarianStudios,Role-Playing;Miscellaneous;Action RPG;Compilation,PC,82,8.3,not specified,,,,,,,,,,,,
761,2826,out of the park baseball 9,2008,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Management,PC,82,7.4,32  Online,,,,,,,,,,,,
763,2831,americas army,2002,U.S.Army,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,82,6.0,1-16 ,,,,,,,,,,,,
764,2832,star trek bridge commander,2002,TotallyGames,Simulation;Sci-Fi;Space;Large Spaceship;Civilian,PC,82,8.1,1-8 ,,,,,,,,,,,,
765,2834,the last express,1997,SmokingCarProductions,Adventure;General;General,PC,82,8.8,1 Player,,,,,,,,,,,,
766,2840,quake 4,2005,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,7.6,16  Online,,,,,,,,,,,,
768,2852,nidhogg,2014,Messhof,General;Action;Miscellaneous;General,PC,81,6.7,1-2 ,,,,,,,,,,,,
770,2856,torment tides of numenera,2017,InXileEntertainment,General;General;Role-Playing;Western-Style,PC,81,7.0,No Online Multiplayer,,,,,,,,,,,,
771,2863,to the moon,2011,FreebirdGames,Role-Playing;Adventure;General;General;General,PC,81,9.0,No Online Multiplayer,,,,,,,,,,,,
772,2866,quadrilateral cowboy,2016,BlendoGames,Simulation;Virtual;Career,PC,81,7.3,No Online Multiplayer,,,,,,,,,,,,
773,2868,the sims 3 world adventures,2009,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,81,7.9,not specified,,,,,,,,,,,,
774,2869,painkiller,2004,PeopleCanFly,Action;Shooter;Shooter;First-Person;Fantasy;Fantasy;Arcade,PC,81,8.1,1-16 ,,,,,,,,,,,,
775,2879,airborne assault highway to the reich,2003,PantherGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,81,6.1,1-2 ,,,,,,,,,,,,
776,2881,nancy drew danger on deception island,2003,HerInteractive,Adventure;3D;First-Person;Modern;Modern,PC,81,7.6,1 Player,,,,,,,,,,,,
777,2884,shadowrun hong kong,2015,HarebrainedSchemesLLC,Role-Playing;Western-Style,PC,81,7.8,No Online Multiplayer,,,,,,,,,,,,
779,2896,supreme commander forged alliance,2007,GasPoweredGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General;Command,PC,81,8.9,8  Online,,,,,,,,,,,,
780,2900,sunless sea,2014,FailbetterGames,Sci-Fi;Action Adventure;General,PC,81,7.6,No Online Multiplayer,,,,,,,,,,,,
781,2901,the walking dead season two episode 3 in harms way,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,81,8.3,not specified,,,,,,,,,,,,
782,2903,marvel heroes 2015,2014,Gazillion,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,81,8.2,not specified,,,,,,,,,,,,
783,2904,football manager 2016,2015,Sega,Sports;Team;Soccer;Management,PC,81,6.9,not specified,,,,,,,,,,,,
785,2913,the sims 4 seasons,2018,Maxis,Simulation;Virtual;Virtual Life,PC,81,7.4,not specified,,,,,,,,,,,,
788,2935,downwell,2015,Moppin,Action;General,PC,81,6.5,No Online Multiplayer,,,,,,,,,,,,
789,2938,lone survivor,2012,superflatgames,Action Adventure;Horror;Horror;Survival,PC,81,7.3,No Online Multiplayer,,,,,,,,,,,,
793,2948,kentucky route zero act i,2013,CardboardComputer,Adventure;General;General,PC,81,7.5,not specified,,,,,,,,,,,,
794,2960,jade empire,2007,BioWare,Role-Playing;Action RPG;Action RPG,PC,81,8.2,No Online Multiplayer,,,,,,,,,,,,
796,2969,swat 3 elite edition,2000,SierraEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,81,8.4,not specified,,,,,,,,,,,,
797,2970,asherons call,1999,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,81,8.5,Massively Multiplayer,,,,,,,,,,,,
799,2978,midnight club ii,2003,RockstarSanDiego,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,81,8.2,1-8 ,,,,,,,,,,,,
800,2979,chessmaster 10th edition,2004,Ubisoft,Miscellaneous;Board Games;Board Games,PC,81,7.5,1-2 ,,,,,,,,,,,,
801,2983,age of empires iii,2005,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,81,7.7,Online Multiplayer,,,,,,,,,,,,
802,2984,tales of monkey island chapter 5 rise of the pirate god,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,81,8.4,No Online Multiplayer,,,,,,,,,,,,
803,2985,castlevania lords of shadow,2013,MercurySteam,Action Adventure;Fantasy;General;Fantasy,PC,81,7.4,No Online Multiplayer,,,,,,,,,,,,
804,2986,strong bads cool game for attractive people episode 2 strong badia the free,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,81,8.2,not specified,,,,,,,,,,,,
805,2989,the elder scrolls v skyrim vr,2018,BethesdaSoftworks,Role-Playing;Western-Style,PC,81,6.3,No Online Multiplayer,,,,,,,,,,,,
806,2990,the cat lady,2012,HarvesterGames,Adventure;General;General,PC,81,8.8,not specified,,,,,,,,,,,,
807,2995,vessel,2012,StrangeLoopGames,Action;Platformer;Platformer;2D;2D,PC,81,7.9,not specified,,,,,,,,,,,,
809,3006,steamworld heist,2016,Image&Form,Strategy;Turn-Based;General,PC,81,8.2,No Online Multiplayer,,,,,,,,,,,,
810,3007,outrun 2006 coast 2 coast,2006,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.9,1-2 ,,,,,,,,,,,,
811,3010,blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.4,not specified,,,,,,,,,,,,
812,3015,empires dawn of the modern world,2003,StainlessSteelStudios,Strategy;Real-Time;Historic;General;Historic,PC,81,8.3,1-8 ,,,,,,,,,,,,
813,3016,chessmaster 9000,2002,Ubisoft,Miscellaneous;Board Games;Board Games;Board / Card Game,PC,81,7.7,1-2 ,,,,,,,,,,,,
814,3017,gothic,2001,PiranhaBytes,Role-Playing;General;General,PC,81,8.7,No Online Multiplayer,,,,,,,,,,,,
816,3019,nascar heat,2000,MonsterGamesInc.,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,81,8.6,1-16 ,,,,,,,,,,,,
817,3021,company of heroes 2 ardennes assault,2014,"Relic,Sega,RelicEntertainment",Strategy;Real-Time;General;Historic,PC,81,6.3,not specified,,,,,,,,,,,,
818,3022,planetside,2003,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,81,7.3,Massively Multiplayer,,,,,,,,,,,,
819,3023,tales from the borderlands episode 3 catch a ride,2015,TelltaleGames,Adventure;General,PC,81,8.4,not specified,,,,,,,,,,,,
820,3024,the walking dead season two episode 2 a house divided,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,81,8.5,not specified,,,,,,,,,,,,
821,3027,finding paradise,2017,FreebirdGames,Role-Playing;Japanese-Style,PC,81,8.3,not specified,,,,,,,,,,,,
823,3033,sam max the devils playhouse episode 1 the penal zone,2010,TelltaleGames,Miscellaneous;Adventure;General;3D;Compilation;Third-Person,PC,81,8.3,1 Player,,,,,,,,,,,,
824,3037,the walking dead a new frontier episode 1 ties that bind part one,2016,TelltaleGames,Action;General;Adventure;Point-and-Click,PC,81,7.1,not specified,,,,,,,,,,,,
826,3040,dg2 defense grid 2,2014,HiddenPathEntertainment,General;Strategy;Real-Time;General;Defense,PC,81,6.7,not specified,,,,,,,,,,,,
828,3047,napoleon total war,2010,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,81,7.9,not specified,,,,,,,,,,,,
829,3048,overlord,2007,TriumphStudios,Action Adventure;Fantasy;General;Fantasy,PC,81,8.1,No Online Multiplayer,,,,,,,,,,,,
831,3053,reigns her majesty,2017,Nerial,Simulation;General,PC,81,7.8,No Online Multiplayer,,,,,,,,,,,,
833,3057,oneshot,2016,TeamOneshot,Puzzle;Action,PC,81,8.6,No Online Multiplayer,,,,,,,,,,,,
834,3059,zombie night terror,2016,NoClip,Puzzle;Action,PC,81,8.1,No Online Multiplayer,,,,,,,,,,,,
835,3060,victoria ii heart of darkness,2013,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General,PC,81,8.8,not specified,,,,,,,,,,,,
836,3063,waveform,2012,EdenIndustries,Puzzle;Action;General;General,PC,81,7.5,not specified,,,,,,,,,,,,
837,3069,the elder scrolls iv knights of the nine,2006,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,81,7.4,1 Player,,,,,,,,,,,,
838,3070,red orchestra ostfront 4145,2006,TripwireInteractive,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,81,8.6,32  Online,,,,,,,,,,,,
839,3077,stronghold,2001,FireFlyStudios,Strategy;Real-Time;Historic;General;Historic,PC,81,8.9,1-8 ,,,,,,,,,,,,
840,3083,strong bads cool game for attractive people episode 4 dangeresque 3 the criminal projective,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,81,8.5,not specified,,,,,,,,,,,,
841,3086,rochard,2011,RecoilGames,Action;Adventure;General;Platformer;Platformer;2D;2D,PC,81,8.1,not specified,,,,,,,,,,,,
842,3089,fallout 3 broken steel,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,PC,81,7.2,1 Player,,,,,,,,,,,,
844,3094,tiger woods pga tour 06,2005,EASports,Sports;Traditional;Individual;Golf;Sim;Sim,PC,81,8.1,4  Online,,,,,,,,,,,,
845,3099,rollercoaster tycoon 3,2004,FrontierDevelopments,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,81,5.1,1 Player,,,,,,,,,,,,
847,3102,guild wars 2 heart of thorns,2015,ArenaNet,Role-Playing;Massively Multiplayer,PC,81,7.3,not specified,,,,,,,,,,,,
848,3103,aaaaaaaaaaaaaaaaaaaaaaaaa a reckless disregard for gravity,2009,DejobaanGames,Action;Sports;General;Platformer;3D,PC,81,7.2,not specified,,,,,,,,,,,,
849,3106,the sims 2 university,2005,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,81,7.8,1 Player,,,,,,,,,,,,
850,3108,far cry 3 blood dragon,2013,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,8.1,not specified,,,,,,,,,,,,
851,3113,form,2017,CharmGames,Adventure;General,PC,81,tbd,not specified,,,,,,,,,,,,
852,3117,sid meiers civilization beyond earth,2014,FiraxisGames,Strategy;Turn-Based;Sci-Fi;General;4X,PC,81,5.5,not specified,,,,,,,,,,,,
855,3129,the bug butcher,2016,AwfullyNiceStudios,Action;Platformer;2D,PC,81,7.8,not specified,,,,,,,,,,,,
856,3139,disneys toontown online,2005,DisneyInteractiveStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,81,8.4,Massively Multiplayer,,,,,,,,,,,,
857,3142,combat mission 3 afrika korps,2003,BigTimeSoftware,Strategy;Real-Time;Wargame;Real-Time;General,PC,81,8.4,1-2 ,,,,,,,,,,,,
858,3143,everquest the planes of power,2002,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,81,8.2,Massively Multiplayer,,,,,,,,,,,,
859,3144,rails across america,2001,FlyingLabSoftware,Strategy;Real-Time;General;General,PC,81,8.0,1-8 ,,,,,,,,,,,,
860,3146,flanker 20,1999,FlyingLegends,Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,81,tbd,1-16 ,,,,,,,,,,,,
862,3151,jamestown legend of the lost colony,2011,"FinalFormGames,LLC",Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,PC,81,7.5,not specified,,,,,,,,,,,,
864,3155,kohan ii kings of war,2004,TimeGateStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,81,8.0,1-8 ,,,,,,,,,,,,
865,3164,the age of decadence,2015,IronTowerStudio,PC-style RPG;Role-Playing;Western-Style,PC,81,8.1,not specified,,,,,,,,,,,,
866,3165,galactic civilizations iii,2014,Stardock,Strategy;Turn-Based;General;4X,PC,81,6.6,Online Multiplayer,,,,,,,,,,,,
869,3174,nelly cootalot the fowl fleet,2016,"ApplicationSystemsHeidelbergSoftwareGmbH,ApplicationSystemsHeidelberg",Adventure;Point-and-Click,PC,81,7.9,No Online Multiplayer,,,,,,,,,,,,
870,3175,order of battle pacific,2015,TheArtistocrats,Strategy;Turn-Based;4X,PC,81,5.6,not specified,,,,,,,,,,,,
871,3186,empire earth,2001,StainlessSteelStudios,Strategy;Real-Time;Historic;General;Historic,PC,81,8.3,1-8 ,,,,,,,,,,,,
872,3190,star trek deep space nine the fallen,2000,DoubleHelixGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Arcade,PC,81,8.1,1 Player,,,,,,,,,,,,
873,3197,sam max episode 101 culture shock,2006,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,81,8.3,No Online Multiplayer,,,,,,,,,,,,
874,3198,overcooked,2016,GhostTownGamesLtd.,Action;Simulation;Arcade;Virtual;Career,PC,81,8.1,not specified,,,,,,,,,,,,
879,3219,sleeping dogs,2012,UnitedFrontGames,Modern;Action Adventure;Modern;Open-World,PC,81,8.2,No Online Multiplayer,,,,,,,,,,,,
881,3223,star wars jedi knight jedi academy,2003,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,8.6,Online Multiplayer,,,,,,,,,,,,
882,3228,mortal kombat komplete edition,2013,NetherRealmStudios,Action;Miscellaneous;Fighting;Fighting;Compilation;2D;2D,PC,81,8.7,not specified,,,,,,,,,,,,
883,3236,shadowrun dragonfall,2014,HarebrainedSchemesLLC,General;Role-Playing;General,PC,81,8.2,not specified,,,,,,,,,,,,
884,3238,eets,2006,KleiEntertainment,Action;Platformer;Platformer;2D;2D,PC,81,6.2,not specified,,,,,,,,,,,,
888,3249,toca race driver 2 the ultimate racing simulator,2004,Codemasters,Driving;Racing;Simulation;General;General;GT / Street;Automobile,PC,81,8.1,1-12 ,,,,,,,,,,,,
889,3253,wargame european escalation,2012,EugenSystems,Strategy;Real-Time;Historic;General;Historic;Tactics,PC,81,8.2,not specified,,,,,,,,,,,,
891,3260,dungeon defenders,2011,TrendyEntertainment,Role-Playing;Action RPG;Action RPG,PC,81,7.3,not specified,,,,,,,,,,,,
892,3262,maldita castilla ex cursed castilla,2016,Locomalito,Action;Platformer;2D,PC,81,7.8,No Online Multiplayer,,,,,,,,,,,,
894,3266,antihero,2017,TimConkling,Strategy;Turn-Based;Tactics,PC,81,6.6,Online Multiplayer,,,,,,,,,,,,
895,3272,redout,2016,34BigThings,General;Racing;Arcade;Futuristic,PC,81,8.0,Online Multiplayer,,,,,,,,,,,,
896,3276,sam max the devils playhouse episode 5 the city that dares not sleep,2010,TelltaleGames,Miscellaneous;Adventure;General;3D;Compilation;Third-Person,PC,81,8.0,not specified,,,,,,,,,,,,
897,3280,age of empires iii the asian dynasties,2007,BigHugeGames,Strategy;Real-Time;Historic;Historic;Command,PC,81,8.5,8  Online,,,,,,,,,,,,
898,3283,defense grid the awakening,2008,HiddenPathEntertainment,Strategy;Real-Time;General;General;Defense,PC,81,8.8,not specified,,,,,,,,,,,,
899,3285,codename panzers phase one,2004,Stormregion,Strategy;Real-Time;Historic;General;Historic,PC,81,8.8,8  Online,,,,,,,,,,,,
901,3293,europa universalis iv conquest of paradise,2014,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,81,7.7,not specified,,,,,,,,,,,,
902,3295,ghost master,2003,SickPuppies,Strategy;Real-Time;Fantasy;General;Fantasy,PC,81,7.9,1 Player,,,,,,,,,,,,
903,3298,divine divinity,2002,LarianStudios,Role-Playing;Action RPG;Action RPG,PC,81,8.5,1 Player,,,,,,,,,,,,
904,3304,the book of unwritten tales 2,2015,KINGArt,Adventure;General;Point-and-Click,PC,80,7.6,No Online Multiplayer,,,,,,,,,,,,
905,3317,lovers in a dangerous spacetime,2015,AsteroidBase,Action;Platformer;Platformer;Shooter;2D;2D;Shoot-'Em-Up;Horizontal,PC,80,7.3,No Online Multiplayer,,,,,,,,,,,,
906,3318,age of conan hyborian adventures,2008,Funcom,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,80,7.2,Massively Multiplayer,,,,,,,,,,,,
907,3319,company of heroes 2 the western front armies,2014,"Relic,RelicEntertainment",Strategy;Real-Time;General;Historic,PC,80,6.9,not specified,,,,,,,,,,,,
908,3321,sid meiers civilization v gods kings,2012,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,80,7.7,not specified,,,,,,,,,,,,
910,3325,age of empires iii the warchiefs,2006,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,80,8.1,8  Online,,,,,,,,,,,,
911,3330,endless space 2,2017,AmplitudeStudios,Strategy;Turn-Based;4X,PC,80,7.7,Online Multiplayer,,,,,,,,,,,,
912,3336,leap of fate,2016,Clever-Plays,Action;General,PC,80,7.5,No Online Multiplayer,,,,,,,,,,,,
913,3337,metal gear solid v ground zeroes,2014,KojimaProductions,Action Adventure;General;Modern;Open-World,PC,80,7.6,No Online Multiplayer,,,,,,,,,,,,
915,3339,syberia ii,2004,Microids,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,80,8.3,No Online Multiplayer,,,,,,,,,,,,
916,3343,tom clancys ghost recon,2001,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,80,8.2,not specified,,,,,,,,,,,,
917,3344,conquest frontier wars,2001,FeverPitchStudios,Strategy;General;General,PC,80,8.5,Online Multiplayer,,,,,,,,,,,,
918,3345,gabriel knight 3 blood of the sacred blood of the damned,1999,SierraEntertainment,Adventure;General;Point-and-Click,PC,80,8.6,No Online Multiplayer,,,,,,,,,,,,
921,3355,westerado double barreled,2015,OstrichBanditos,Action;General,PC,80,7.6,No Online Multiplayer,,,,,,,,,,,,
922,3356,anomaly warzone earth,2011,11bitstudios,Strategy;Real-Time;General;Sci-Fi;General,PC,80,7.3,not specified,,,,,,,,,,,,
923,3362,volume,2015,MikeBithell,Action;Action Adventure;Platformer;Linear;3D,PC,80,7.3,No Online Multiplayer,,,,,,,,,,,,
926,3369,the banner saga,2014,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PC,80,8.0,No Online Multiplayer,,,,,,,,,,,,
927,3371,sam max episode 202 moai better blues,2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,80,7.6,1 Player,,,,,,,,,,,,
928,3374,age of wonders iii eternal lords,2015,TriumphStudios,Strategy;Turn-Based;General,PC,80,8.4,not specified,,,,,,,,,,,,
929,3376,pro evolution soccer 2013,2012,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,PC,80,6.9,not specified,,,,,,,,,,,,
930,3382,osmos,2009,HemisphereGames,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PC,80,7.6,1 Player,,,,,,,,,,,,
932,3387,dungeon siege ii,2005,GasPoweredGames,Role-Playing;Action RPG;Action RPG,PC,80,7.9,2  Online,,,,,,,,,,,,
933,3389,dead island,2011,Techland,Action Adventure;Horror;Horror;Survival,PC,80,6.9,4  Online,,,,,,,,,,,,
934,3390,sam max episode 104 abe lincoln must die,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,80,7.8,1 Player,,,,,,,,,,,,
935,3393,deus ex invisible war,2003,IonStorm,Action Adventure;Sci-Fi;Sci-Fi;General,PC,80,6.4,No Online Multiplayer,,,,,,,,,,,,
936,3395,the sims makin magic,2003,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,80,8.6,1 Player,,,,,,,,,,,,
937,3408,flinthook,2017,TributeGames,Action;Platformer;2D,PC,80,7.5,No Online Multiplayer,,,,,,,,,,,,
938,3410,tom clancys splinter cell double agent,2006,UbisoftShanghai,Action Adventure;Modern;General;Modern,PC,80,5.8,6  Online,,,,,,,,,,,,
939,3411,medal of honor pacific assault,2004,EALA,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,80,7.1,32  Online,,,,,,,,,,,,
940,3412,assassins creed revelations,2011,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PC,80,7.4,not specified,,,,,,,,,,,,
941,3414,guns gore cannoli 2,2018,CrazyMonkeyStudios,Action;Shooter;Third-Person;Arcade,PC,80,7.3,Online Multiplayer,,,,,,,,,,,,
943,3423,dariusburst chronicle saviours,2015,Pyramid,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,80,8.4,No Online Multiplayer,,,,,,,,,,,,
944,3425,grandia ii anniversary edition,2015,GungHo,Role-Playing;Japanese-Style,PC,80,8.0,No Online Multiplayer,,,,,,,,,,,,
945,3426,assassins creed iii,2012,Ubisoft,Action Adventure;Historic;Historic;Open-World,PC,80,6.3,not specified,,,,,,,,,,,,
946,3428,madden nfl 07,2006,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PC,80,7.3,2  Online,,,,,,,,,,,,
948,3430,the chronicles of riddick assault on dark athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,7.9,not specified,,,,,,,,,,,,
949,3432,hearts of iron ii doomsday,2006,ParadoxDevelopmentStudio,Strategy;Real-Time;Military;General;Military,PC,80,8.8,8  Online,,,,,,,,,,,,
950,3433,dishonored the brigmore witches,2013,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,80,8.7,not specified,,,,,,,,,,,,
951,3437,oxenfree,2016,NightSchoolStudio,Action Adventure;Adventure;General,PC,80,7.8,No Online Multiplayer,,,,,,,,,,,,
952,3440,codename panzers phase two,2005,Stormregion,Strategy;Real-Time;Historic;Historic,PC,80,8.1,6  Online,,,,,,,,,,,,
953,3442,full spectrum warrior,2004,PandemicStudios,Strategy;Real-Time;Military;General;Military,PC,80,7.0,2  Online,,,,,,,,,,,,
954,3455,ai war fleet command,2009,"ArcenGames,LLC",Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,80,8.3,not specified,,,,,,,,,,,,
955,3459,freedom fighters,2003,IoInteractive,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,PC,80,8.2,1 Player,,,,,,,,,,,,
956,3461,nba live 2003,2002,EACanada,Sports;Traditional;Team;Basketball;Sim;Sim,PC,80,8.2,1-4 ,,,,,,,,,,,,
957,3467,the elder scrolls iii tribunal,2002,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,80,8.3,1 Player,,,,,,,,,,,,
959,3470,pure,2008,BlackRockStudio,Driving;Racing;Arcade;Arcade;Automobile,PC,80,6.9,not specified,,,,,,,,,,,,
960,3479,the walking dead a new frontier episode 2 ties that bind part two,2016,TelltaleGames,Action;Adventure;General;Point-and-Click,PC,80,7.1,not specified,,,,,,,,,,,,
962,3483,goodbye deponia,2013,DaedalicEntertainment,Adventure;General;General,PC,80,8.0,not specified,,,,,,,,,,,,
